age,race,sex,priors_count,c_charge_degree,c_charge_desc,juv_fel_count,juv_misd_count,juv_other_count,two_year_recid,decile_score,score_text,charge_degree,sex_male
33,Caucasian,Female,0,M,Offer Agree Secure For Lewd Act,0,0,0,0,2,Low,0,0
35,African-American,Male,1,M,Prostitution/Lewdness/Assign,0,0,0,0,4,Low,0,1
53,Caucasian,Male,0,F,Possession Of Alprazolam,0,0,0,0,1,Low,1,1
59,Caucasian,Male,17,F,arrest case no charge,0,0,0,1,6,Medium,1,1
48,Caucasian,Female,0,M,Battery,0,0,0,0,1,Low,0,0
33,African-American,Female,1,F,Neglect Child / Bodily Harm,0,0,0,0,2,Low,1,0
44,Caucasian,Male,0,M,Susp Drivers Lic 1st Offense,0,0,0,0,1,Low,0,1
31,Caucasian,Male,10,F,Driving While License Revoked,0,0,0,1,2,Low,1,1
28,African-American,Male,2,F,Att Tamper w/Physical Evidence,0,0,1,1,4,Low,1,1
51,Hispanic,Male,1,F,Possession Burglary Tools,0,0,0,0,1,Low,1,1
23,African-American,Male,0,F,Burglary Structure Unoccup,0,0,0,1,7,Medium,1,1
21,Hispanic,Male,0,F,"Deliver 3,4 Methylenediox",0,0,0,0,7,Medium,1,1
26,Caucasian,Male,0,F,Poss Contr Subst W/o Prescript,0,0,0,0,5,Medium,1,1
22,African-American,Male,3,F,Possession of Benzylpiperazine,0,3,0,0,9,High,1,1
29,African-American,Male,0,M,Battery,0,0,0,0,2,Low,0,1
20,African-American,Male,2,F,Burglary Unoccupied Dwelling,0,1,1,1,9,High,1,1
44,Caucasian,Male,0,M,Battery,0,0,0,0,1,Low,0,1
41,African-American,Male,2,F,arrest case no charge,0,0,0,0,5,Medium,1,1
28,African-American,Female,4,F,"Poss3,4 Methylenedioxymethcath",0,0,1,0,4,Low,1,0
27,Caucasian,Male,1,M,Susp Drivers Lic 1st Offense,0,0,0,1,6,Medium,0,1
31,Caucasian,Male,7,M,Exposes Culpable Negligence,0,0,0,0,3,Low,0,1
26,African-American,Male,3,F,Crimin Mischief Damage $1000+,0,0,0,1,3,Low,1,1
20,African-American,Male,0,F,Tampering With Physical Evidence,0,0,2,0,4,Low,1,1
55,Caucasian,Male,2,M,Battery,0,0,0,1,1,Low,0,1
36,African-American,Male,0,F,Driving While License Revoked,0,0,0,0,8,High,1,1
48,Other,Male,4,F,Grand Theft (Motor Vehicle),0,0,0,1,1,Low,1,1
22,Other,Male,5,F,arrest case no charge,0,0,0,1,4,Low,1,1
23,African-American,Male,1,M,Battery,1,0,0,0,9,High,0,1
34,African-American,Male,19,F,False Ownership Info/Pawn Item,0,2,1,1,10,High,1,1
59,Caucasian,Female,1,F,Grand Theft in the 1st Degree,0,0,0,0,1,Low,1,0
37,Caucasian,Male,0,F,Cruelty Toward Child,0,0,0,1,2,Low,1,1
28,Caucasian,Female,0,F,Possession of Cocaine,0,0,0,1,4,Low,1,0
31,African-American,Male,0,F,Grand Theft (Motor Vehicle),0,0,0,0,2,Low,1,1
38,African-American,Female,14,F,Possession of Cocaine,0,0,0,1,10,High,1,0
33,African-American,Male,0,F,Possession of Cannabis,0,0,0,1,1,Low,1,1
27,African-American,Male,3,F,Grand Theft in the 3rd Degree,0,0,0,1,8,High,1,1
25,Caucasian,Male,2,M,Resist/Obstruct W/O Violence,0,0,0,1,4,Low,0,1
42,African-American,Female,2,F,Burglary With Assault/battery,0,0,0,0,2,Low,1,0
22,African-American,Male,3,F,Uttering a Forged Instrument,0,0,0,1,8,High,1,1
21,Other,Male,0,F,Att Burgl Unoccupied Dwel,0,0,0,0,6,Medium,1,1
45,Caucasian,Male,1,F,Robbery / No Weapon,0,0,0,1,5,Medium,1,1
21,African-American,Female,1,M,Trespass Struct/Conveyance,0,0,0,1,3,Low,0,0
52,Caucasian,Male,2,M,Tresspass Struct/Conveyance,0,0,0,0,1,Low,0,1
29,Caucasian,Male,0,M,Battery,0,0,0,0,3,Low,0,1
37,African-American,Female,0,M,Prostitution/Lewd Act Assignation,0,0,0,0,4,Low,0,0
34,Caucasian,Male,0,F,Aggravated Assault w/Firearm,0,0,1,0,2,Low,1,1
53,African-American,Male,0,M,Battery,0,0,0,1,1,Low,0,1
30,African-American,Female,8,F,Robbery / No Weapon,0,0,0,1,8,High,1,0
35,Hispanic,Male,0,M,Reckless Driving,0,0,0,0,3,Low,0,1
28,Caucasian,Male,1,F,Aggravated Assault W/dead Weap,0,0,0,0,4,Low,1,1
21,African-American,Male,1,F,Grand Theft Dwell Property,0,0,0,0,8,High,1,1
22,African-American,Male,1,F,Possession of Cannabis,0,0,0,0,7,Medium,1,1
42,Caucasian,Male,1,M,Battery,0,0,0,1,3,Low,0,1
26,African-American,Male,3,F,Possession of Cannabis,0,0,0,1,4,Low,1,1
54,African-American,Male,9,M,arrest case no charge,0,0,0,0,1,Low,0,1
39,Other,Male,1,F,"Poss3,4 Methylenedioxymethcath",0,0,0,1,2,Low,1,1
30,African-American,Male,20,F,Felony Battery w/Prior Convict,2,0,0,1,9,High,1,1
26,African-American,Female,1,F,Grand Theft in the 3rd Degree,0,0,0,1,6,Medium,1,0
41,African-American,Male,0,M,Assault,0,0,0,0,1,Low,0,1
23,Caucasian,Male,5,M,Viol Injunct Domestic Violence,1,0,1,1,5,Medium,0,1
43,Caucasian,Male,1,F,Felony Battery (Dom Strang),0,0,0,1,2,Low,1,1
22,African-American,Male,0,M,Susp Drivers Lic 1st Offense,0,0,0,1,3,Low,0,1
27,Caucasian,Female,6,F,Grand Theft in the 3rd Degree,0,0,0,1,3,Low,1,0
42,African-American,Female,2,M,arrest case no charge,0,0,0,0,3,Low,0,0
25,African-American,Male,8,F,Grand Theft in the 3rd Degree,0,0,0,1,6,Medium,1,1
49,African-American,Male,4,M,Battery,0,0,0,0,2,Low,0,1
52,Caucasian,Male,1,F,Felony Driving While Lic Suspd,0,0,0,0,1,Low,1,1
60,Caucasian,Female,2,F,Aggrav Battery w/Deadly Weapon,0,0,0,0,1,Low,1,0
23,African-American,Female,0,M,Battery,0,0,0,0,6,Medium,0,0
30,African-American,Male,2,M,Driving License Suspended,0,0,0,0,7,Medium,0,1
48,African-American,Male,9,F,arrest case no charge,0,0,0,1,6,Medium,1,1
32,African-American,Male,2,F,Driving While License Revoked,0,0,0,1,7,Medium,1,1
28,Hispanic,Male,3,F,Felony Battery (Dom Strang),0,0,1,1,3,Low,1,1
24,African-American,Male,5,F,Felony Driving While Lic Suspd,0,0,0,1,7,Medium,1,1
22,African-American,Male,3,F,arrest case no charge,0,0,0,1,5,Medium,1,1
44,African-American,Male,2,F,Felony Driving While Lic Suspd,0,0,0,0,2,Low,1,1
32,Caucasian,Male,3,F,Felony Battery w/Prior Convict,0,0,0,0,4,Low,1,1
27,African-American,Female,1,M,Battery,0,0,0,0,2,Low,0,0
52,African-American,Male,15,M,Driving Under The Influence,0,0,0,1,4,Low,0,1
61,Caucasian,Male,3,M,Battery,0,0,0,1,2,Low,0,1
69,African-American,Male,3,M,Battery,0,0,0,0,1,Low,0,1
51,Other,Male,2,F,Grand Theft in the 3rd Degree,0,0,0,0,1,Low,1,1
21,Caucasian,Female,1,F,Grand Theft in the 3rd Degree,0,0,0,0,6,Medium,1,0
31,Caucasian,Male,2,M,Possess Cannabis/20 Grams Or Less,1,0,0,1,6,Medium,0,1
19,African-American,Male,3,F,Grand Theft in the 3rd Degree,0,2,0,1,4,Low,1,1
24,African-American,Male,12,M,arrest case no charge,0,5,0,1,9,High,0,1
24,Caucasian,Male,3,F,Grand Theft in the 3rd Degree,0,0,0,1,8,High,1,1
57,Hispanic,Male,3,F,Driving While License Revoked,0,0,0,0,1,Low,1,1
30,Caucasian,Male,6,F,arrest case no charge,0,0,0,0,7,Medium,1,1
43,African-American,Male,4,F,Sound Articles Over 100,0,0,0,1,1,Low,1,1
24,African-American,Male,4,F,Grand Theft in the 3rd Degree,0,0,1,0,7,Medium,1,1
30,Caucasian,Female,7,M,arrest case no charge,0,0,0,0,7,Medium,0,0
25,African-American,Male,5,F,Live on Earnings of Prostitute,0,0,0,1,9,High,1,1
56,Caucasian,Female,1,F,Felony DUI (level 3),0,0,0,0,8,High,1,0
21,African-American,Male,1,F,arrest case no charge,0,0,0,0,8,High,1,1
31,African-American,Male,6,F,Resist Officer w/Violence,3,0,0,1,10,High,1,1
23,African-American,Female,1,F,arrest case no charge,0,0,0,0,9,High,1,0
30,African-American,Male,15,F,Burglary Unoccupied Dwelling,1,0,2,1,10,High,1,1
42,Other,Male,1,M,DUI Level 0.15 Or Minor In Veh,0,0,0,0,1,Low,0,1
64,Caucasian,Male,0,F,Sex Offender Fail Comply W/Law,0,0,0,0,3,Low,1,1
21,Caucasian,Female,0,F,Grand Theft in the 3rd Degree,0,0,0,1,6,Medium,1,0
36,African-American,Male,5,F,arrest case no charge,0,0,0,0,3,Low,1,1
50,African-American,Female,1,F,arrest case no charge,0,0,0,0,1,Low,1,0
23,African-American,Male,0,M,Battery,0,0,0,1,3,Low,0,1
28,Native American,Male,2,F,"Poss3,4 Methylenedioxymethcath",0,0,0,0,3,Low,1,1
25,Caucasian,Female,5,F,Possession Of Alprazolam,0,0,0,0,7,Medium,1,0
54,Caucasian,Male,14,M,Battery,0,0,0,1,4,Low,0,1
37,Other,Male,6,M,Battery,0,0,0,0,1,Low,0,1
25,Caucasian,Male,5,M,arrest case no charge,0,0,1,1,9,High,0,1
63,Caucasian,Male,0,M,Battery,0,0,0,1,1,Low,0,1
35,African-American,Male,2,M,Assault,0,0,0,0,7,Medium,0,1
26,Hispanic,Male,0,M,Battery,0,0,0,1,1,Low,0,1
25,African-American,Male,8,M,Battery,0,0,0,1,10,High,0,1
33,Caucasian,Male,0,M,Battery,0,0,0,0,1,Low,0,1
29,African-American,Male,7,F,arrest case no charge,0,0,0,0,3,Low,1,1
27,Hispanic,Male,2,M,Possess Cannabis/20 Grams Or Less,0,0,0,0,4,Low,0,1
37,African-American,Male,12,M,Disorderly Intoxication,1,0,1,1,9,High,0,1
20,Caucasian,Female,3,M,Battery,0,2,1,1,10,High,0,0
32,African-American,Male,1,F,Pos Cannabis W/Intent Sel/Del,0,0,0,1,2,Low,1,1
72,Caucasian,Male,1,M,Driving Under The Influence,0,0,0,0,1,Low,0,1
38,Caucasian,Male,0,F,Possession of Cocaine,0,0,0,0,1,Low,1,1
40,Caucasian,Male,0,F,Possession of Cocaine,0,0,0,0,2,Low,1,1
23,Caucasian,Male,0,F,Burglary Conveyance Unoccup,0,0,0,0,3,Low,1,1
21,Caucasian,Male,5,F,Poss Pyrrolidinovalerophenone,0,0,0,1,8,High,1,1
27,Caucasian,Male,4,F,"Poss3,4 Methylenedioxymethcath",0,0,0,1,7,Medium,1,1
55,Caucasian,Male,13,F,Possession of Cocaine,0,0,0,1,6,Medium,1,1
41,Caucasian,Female,0,M,Battery,0,0,0,0,1,Low,0,0
56,Caucasian,Male,1,M,Battery,0,0,0,0,1,Low,0,1
55,Caucasian,Male,11,M,arrest case no charge,0,0,0,0,7,Medium,0,1
23,Hispanic,Female,0,F,Possession of Cocaine,0,0,0,1,6,Medium,1,0
28,African-American,Male,3,F,"Poss3,4 Methylenedioxymethcath",0,0,0,0,2,Low,1,1
31,Other,Male,2,F,arrest case no charge,0,0,0,1,2,Low,1,1
53,Caucasian,Male,0,M,Battery,0,0,0,0,1,Low,0,1
27,African-American,Male,6,F,Possession Of Methamphetamine,0,0,0,1,5,Medium,1,1
22,Caucasian,Male,0,F,Grand Theft in the 3rd Degree,0,0,0,1,5,Medium,1,1
22,African-American,Female,0,F,Grand Theft in the 3rd Degree,0,0,1,1,4,Low,1,0
33,African-American,Male,7,M,Viol Prot Injunc Repeat Viol,0,0,0,1,6,Medium,0,1
34,African-American,Male,15,F,arrest case no charge,0,0,0,0,7,Medium,1,1
22,Hispanic,Male,0,M,Battery,0,0,0,1,3,Low,0,1
32,African-American,Male,12,F,Possession of Cocaine,0,0,0,0,8,High,1,1
47,African-American,Male,14,F,Grand Theft in the 3rd Degree,4,0,1,1,9,High,1,1
24,Asian,Male,0,M,DUI Level 0.15 Or Minor In Veh,0,0,0,0,2,Low,0,1
25,African-American,Male,14,F,Grand Theft (Motor Vehicle),0,4,4,1,10,High,1,1
56,Caucasian,Male,0,F,Felony Battery (Dom Strang),0,0,0,0,1,Low,1,1
36,Hispanic,Male,1,F,Aggravated Battery,0,0,0,1,4,Low,1,1
28,African-American,Male,4,F,Burglary Dwelling Assault/Batt,0,0,0,1,6,Medium,1,1
20,African-American,Male,2,F,Grand Theft in the 3rd Degree,2,0,0,1,9,High,1,1
59,Hispanic,Male,0,M,DUI Level 0.15 Or Minor In Veh,0,0,0,0,1,Low,0,1
29,African-American,Female,11,F,Possession of Cocaine,0,0,0,0,8,High,1,0
72,Caucasian,Male,3,F,arrest case no charge,0,0,0,0,1,Low,1,1
24,African-American,Female,2,M,Assault,0,0,0,1,7,Medium,0,0
45,African-American,Male,3,F,Att Burgl Unoccupied Dwel,0,0,0,0,9,High,1,1
30,African-American,Male,7,M,Assault,0,0,0,1,10,High,0,1
45,African-American,Male,0,M,Battery,0,0,0,0,1,Low,0,1
47,Caucasian,Male,0,M,Battery,0,0,0,0,1,Low,0,1
24,African-American,Male,0,F,Burgl Dwel/Struct/Convey Armed,0,0,0,1,3,Low,1,1
20,African-American,Male,0,M,Battery,0,0,0,1,3,Low,0,1
51,Caucasian,Male,6,F,arrest case no charge,0,0,0,1,1,Low,1,1
49,Caucasian,Female,2,M,Viol Prot Injunc Repeat Viol,0,0,0,1,2,Low,0,0
41,Caucasian,Male,5,F,Felony Driving While Lic Suspd,0,0,0,0,1,Low,1,1
49,Caucasian,Male,1,F,Resist Officer w/Violence,0,0,0,0,3,Low,1,1
26,Hispanic,Male,0,M,Battery,0,0,0,0,1,Low,0,1
28,African-American,Female,0,M,Battery,0,0,0,0,3,Low,0,0
33,Caucasian,Male,2,M,Driving License Suspended,0,0,0,0,2,Low,0,1
46,African-American,Male,0,F,Driving While License Revoked,0,0,0,0,7,Medium,1,1
21,African-American,Male,0,M,Disrupting School Function,0,0,0,0,4,Low,0,1
26,African-American,Male,14,F,Pos Cannabis W/Intent Sel/Del,0,1,3,1,9,High,1,1
48,Hispanic,Male,1,F,arrest case no charge,0,0,0,1,1,Low,1,1
58,African-American,Male,24,F,Felony Petit Theft,0,0,0,1,6,Medium,1,1
29,Other,Male,0,F,Pos Cannabis W/Intent Sel/Del,0,0,0,0,1,Low,1,1
20,African-American,Female,2,F,arrest case no charge,0,0,3,1,10,High,1,0
28,African-American,Male,0,M,Possess Cannabis/20 Grams Or Less,0,0,0,1,4,Low,0,1
21,Caucasian,Male,0,F,Grand Theft in the 3rd Degree,0,0,0,1,8,High,1,1
26,Other,Male,0,F,Burglary Structure Unoccup,0,0,0,0,7,Medium,1,1
34,African-American,Male,3,M,arrest case no charge,0,0,0,0,1,Low,0,1
32,African-American,Male,15,F,Driving While License Revoked,2,0,0,1,8,High,1,1
38,African-American,Male,10,F,Robbery / Weapon,0,0,1,1,4,Low,1,1
22,African-American,Male,0,F,Burglary Unoccupied Dwelling,0,0,0,0,3,Low,1,1
42,Caucasian,Male,2,F,Possession of Cocaine,0,0,0,1,5,Medium,1,1
57,Caucasian,Female,0,M,Disorderly Conduct,0,0,0,0,4,Low,0,0
56,Caucasian,Female,1,F,Resist Officer w/Violence,0,0,0,0,1,Low,1,0
32,Hispanic,Male,2,M,Viol Prot Injunc Repeat Viol,0,0,0,1,5,Medium,0,1
30,African-American,Male,11,F,Strong Armed  Robbery,0,2,2,0,8,High,1,1
29,African-American,Male,2,M,Driving License Suspended,0,0,0,0,1,Low,0,1
46,African-American,Male,15,F,Driving While License Revoked,0,0,1,1,7,Medium,1,1
24,African-American,Female,0,F,Felony Batt(Great Bodily Harm),0,0,0,0,3,Low,1,0
70,African-American,Female,1,F,arrest case no charge,0,0,0,0,1,Low,1,0
21,Hispanic,Male,0,F,"Poss3,4 Methylenedioxymethcath",0,0,0,1,6,Medium,1,1
45,Caucasian,Female,1,M,Battery,0,0,0,0,1,Low,0,0
33,Hispanic,Female,2,M,Viol Prot Injunc Repeat Viol,0,0,0,0,4,Low,0,0
39,African-American,Female,6,F,Grand Theft in the 3rd Degree,0,1,0,0,5,Medium,1,0
25,Caucasian,Male,6,F,arrest case no charge,0,1,0,0,4,Low,1,1
48,Hispanic,Male,1,M,DUI Level 0.15 Or Minor In Veh,0,0,0,0,1,Low,0,1
46,Caucasian,Male,0,F,Cruelty Toward Child,0,0,0,0,1,Low,1,1
28,Caucasian,Male,0,M,Battery,0,0,0,1,2,Low,0,1
27,African-American,Male,1,F,Grand Theft in the 3rd Degree,0,0,0,0,2,Low,1,1
43,Caucasian,Male,11,F,Felony DUI (level 3),0,0,0,1,7,Medium,1,1
30,African-American,Male,9,F,Possession of Cocaine,0,0,0,1,10,High,1,1
29,Caucasian,Male,1,F,Possession of Cocaine,0,0,0,0,3,Low,1,1
54,African-American,Male,8,F,Possession of Cocaine,0,0,0,1,1,Low,1,1
20,Caucasian,Female,0,F,Possession of Cocaine,0,0,0,0,4,Low,1,0
29,African-American,Male,0,F,Felony Battery (Dom Strang),0,0,0,0,1,Low,1,1
67,Asian,Male,0,M,Battery,0,0,0,0,1,Low,0,1
25,Other,Male,0,F,Child Abuse,0,0,0,0,2,Low,1,1
24,African-American,Male,8,F,arrest case no charge,0,2,1,1,9,High,1,1
29,Other,Male,3,F,Uttering a Forged Instrument,0,0,0,0,6,Medium,1,1
45,African-American,Male,2,M,Carry Open/Uncov Bev In Pub,0,0,0,0,6,Medium,0,1
31,African-American,Male,5,F,arrest case no charge,0,0,0,1,5,Medium,1,1
23,Caucasian,Male,0,F,Aggravated Assault W/Dead Weap,0,0,0,1,3,Low,1,1
21,African-American,Male,0,F,Grand Theft in the 3rd Degree,0,0,0,1,8,High,1,1
61,Caucasian,Male,0,M,Driving Under The Influence,0,0,0,0,1,Low,0,1
51,Caucasian,Female,5,M,Battery,0,0,0,1,7,Medium,0,0
32,Other,Male,1,F,Robbery W/Firearm,0,0,0,0,1,Low,1,1
43,Caucasian,Male,9,F,Possession of Hydrocodone,0,0,0,0,6,Medium,1,1
32,Other,Male,0,M,Battery,0,0,0,0,1,Low,0,1
36,African-American,Male,0,F,Felony Driving While Lic Suspd,0,0,0,0,5,Medium,1,1
58,Caucasian,Male,3,F,Felony Petit Theft,0,0,0,1,4,Low,1,1
57,African-American,Male,12,F,Possession of Cocaine,0,0,0,0,9,High,1,1
37,African-American,Male,2,F,Possession Of Alprazolam,0,0,0,0,7,Medium,1,1
44,African-American,Male,6,F,arrest case no charge,0,0,0,0,6,Medium,1,1
45,African-American,Male,8,F,arrest case no charge,0,0,0,1,7,Medium,1,1
48,Other,Male,1,F,arrest case no charge,0,0,0,0,1,Low,1,1
26,African-American,Male,13,F,Driving While License Revoked,0,1,1,1,8,High,1,1
34,Caucasian,Male,9,F,Agg Assault W/int Com Fel Dome,1,0,0,1,6,Medium,1,1
25,African-American,Male,0,F,Aggrav Battery w/Deadly Weapon,0,0,0,0,3,Low,1,1
31,African-American,Male,8,M,Battery,0,0,0,1,7,Medium,0,1
43,African-American,Male,1,F,arrest case no charge,0,0,0,0,1,Low,1,1
30,African-American,Male,0,M,Battery,0,0,0,0,1,Low,0,1
50,Caucasian,Male,0,M,Driving Under The Influence,0,0,0,0,1,Low,0,1
31,African-American,Female,2,F,Grand Theft (Motor Vehicle),0,0,0,0,2,Low,1,0
33,Caucasian,Female,7,M,Battery,0,0,0,0,6,Medium,0,0
32,African-American,Male,1,F,False Ownership Info/Pawn Item,0,0,0,1,5,Medium,1,1
46,Caucasian,Female,0,M,Battery,0,0,0,1,1,Low,0,0
22,Hispanic,Male,0,F,Crimin Mischief Damage $1000+,0,0,0,0,6,Medium,1,1
37,African-American,Male,8,F,Felony Driving While Lic Suspd,0,0,0,1,5,Medium,1,1
32,Caucasian,Female,6,F,arrest case no charge,0,0,0,1,6,Medium,1,0
23,African-American,Female,2,F,Grand Theft in the 3rd Degree,0,0,0,1,7,Medium,1,0
21,Caucasian,Male,0,F,Pos Cannabis W/Intent Sel/Del,0,0,0,0,5,Medium,1,1
52,Other,Male,2,F,arrest case no charge,0,0,0,0,1,Low,1,1
49,Caucasian,Male,2,M,Battery,0,0,0,0,2,Low,0,1
55,Caucasian,Male,3,F,Possession of Cocaine,0,0,0,1,7,Medium,1,1
22,African-American,Male,0,F,Uttering a Forged Instrument,0,0,0,0,2,Low,1,1
45,Hispanic,Male,0,F,Grand Theft (Motor Vehicle),0,0,0,0,1,Low,1,1
31,African-American,Female,7,F,Felony Driving While Lic Suspd,0,0,0,1,5,Medium,1,0
22,Caucasian,Male,0,M,Petit Theft,0,0,1,1,2,Low,0,1
28,African-American,Male,5,M,Possess Cannabis/20 Grams Or Less,0,0,0,0,6,Medium,0,1
21,African-American,Male,1,F,Grand Theft in the 3rd Degree,0,0,0,1,5,Medium,1,1
37,Hispanic,Male,2,M,Exposes Culpable Negligence,0,0,1,0,3,Low,0,1
30,African-American,Male,21,F,arrest case no charge,0,2,0,1,7,Medium,1,1
22,African-American,Male,13,F,Poss Cntrft Contr Sub w/Intent,0,0,1,1,10,High,1,1
35,African-American,Male,23,F,Poss Pyrrolidinovalerophenone,0,1,0,1,9,High,1,1
28,African-American,Male,11,F,Fleeing Or Attmp Eluding A Leo,2,1,0,0,10,High,1,1
24,African-American,Male,1,F,Driving While License Revoked,0,0,0,0,3,Low,1,1
32,African-American,Male,24,F,Driving While License Revoked,1,3,0,1,7,Medium,1,1
24,African-American,Female,1,F,Grand Theft in the 3rd Degree,0,0,0,0,5,Medium,1,0
57,African-American,Male,19,F,Felony Driving While Lic Suspd,0,0,0,0,3,Low,1,1
21,Other,Male,0,M,Prowling/Loitering,0,0,0,0,6,Medium,0,1
28,Caucasian,Male,0,F,Counterfeit Lic Plates/Sticker,0,0,0,0,2,Low,1,1
51,Caucasian,Male,0,M,Battery,0,0,0,0,1,Low,0,1
26,African-American,Male,0,M,Unlaw LicTag/Sticker Attach,0,0,0,1,2,Low,0,1
20,African-American,Male,0,F,Possession of Butylone,0,0,3,1,6,Medium,1,1
25,African-American,Male,6,M,arrest case no charge,0,1,0,0,7,Medium,0,1
19,Caucasian,Male,0,M,Battery,0,0,0,1,6,Medium,0,1
49,Caucasian,Male,1,F,arrest case no charge,0,0,0,1,1,Low,1,1
57,African-American,Male,27,M,arrest case no charge,0,0,0,0,10,High,0,1
27,African-American,Female,0,M,Battery,0,0,0,0,2,Low,0,0
66,Caucasian,Male,1,M,arrest case no charge,0,0,0,0,1,Low,0,1
21,Caucasian,Male,0,F,arrest case no charge,0,0,0,0,3,Low,1,1
45,Caucasian,Male,1,F,Possession of Cocaine,0,0,0,0,2,Low,1,1
37,African-American,Male,24,F,Burglary With Assault/battery,2,3,0,0,8,High,1,1
44,Caucasian,Male,13,F,Crimin Mischief Damage $1000+,0,0,0,1,9,High,1,1
64,African-American,Male,0,F,Grand Theft in the 3rd Degree,0,0,0,0,4,Low,1,1
30,African-American,Male,1,F,Deliver Cocaine,0,0,0,1,6,Medium,1,1
61,African-American,Male,1,M,arrest case no charge,0,0,0,0,1,Low,0,1
49,Caucasian,Female,8,F,arrest case no charge,0,0,0,0,2,Low,1,0
23,African-American,Male,0,F,Tampering With Physical Evidence,0,0,0,0,7,Medium,1,1
21,Caucasian,Male,0,F,Sale/Del Cannabis At/Near Scho,0,0,0,1,9,High,1,1
30,Caucasian,Female,2,F,Burglary Unoccupied Dwelling,0,0,0,1,10,High,1,0
26,Hispanic,Male,7,M,Battery,0,0,1,0,4,Low,0,1
35,Other,Male,3,M,Battery,0,0,0,1,1,Low,0,1
27,African-American,Male,2,M,Possess Cannabis/20 Grams Or Less,0,0,1,0,9,High,0,1
38,Caucasian,Male,1,M,Battery,0,0,0,0,6,Medium,0,1
48,African-American,Male,14,F,arrest case no charge,0,0,0,1,9,High,1,1
26,Caucasian,Male,0,M,Battery,0,0,0,0,2,Low,0,1
24,African-American,Male,4,F,Possession of Cocaine,0,1,0,1,8,High,1,1
28,African-American,Female,2,F,Possession Of Alprazolam,0,0,0,1,5,Medium,1,0
44,Caucasian,Female,4,F,Possession of Cocaine,0,0,0,1,6,Medium,1,0
23,Caucasian,Male,2,F,Poss of Firearm by Convic Felo,0,0,1,0,7,Medium,1,1
34,Caucasian,Female,1,F,arrest case no charge,0,0,0,1,6,Medium,1,0
20,Caucasian,Male,1,F,Burglary Conveyance Unoccup,0,1,0,1,5,Medium,1,1
63,Other,Male,23,F,Felony Petit Theft,0,0,0,1,4,Low,1,1
36,African-American,Female,0,M,DUI Level 0.15 Or Minor In Veh,0,0,0,0,1,Low,0,0
58,Caucasian,Male,1,F,arrest case no charge,0,0,0,0,1,Low,1,1
35,Caucasian,Female,4,F,Felony Battery w/Prior Convict,0,0,0,0,3,Low,1,0
23,African-American,Male,3,F,Burglary Unoccupied Dwelling,0,0,0,0,7,Medium,1,1
40,Caucasian,Male,1,F,Attempted Robbery  No Weapon,0,0,0,0,1,Low,1,1
31,Hispanic,Male,3,F,Tamper With Witness/Victim/CI,0,0,0,0,3,Low,1,1
34,Hispanic,Female,5,F,Live on Earnings of Prostitute,0,0,0,0,4,Low,1,0
23,African-American,Male,3,M,Viol Prot Injunc Repeat Viol,0,0,0,1,6,Medium,0,1
27,Caucasian,Male,0,M,Fail Register Vehicle,0,0,0,1,3,Low,0,1
26,African-American,Female,3,F,Burglary With Assault/battery,0,0,0,0,5,Medium,1,0
49,African-American,Male,1,F,Felony Battery (Dom Strang),0,0,0,0,1,Low,1,1
47,Hispanic,Female,0,M,Battery,0,0,0,0,1,Low,0,0
47,African-American,Male,6,F,Att Tamper w/Physical Evidence,0,0,0,0,2,Low,1,1
34,African-American,Male,7,F,Possession of Cannabis,0,0,0,1,6,Medium,1,1
27,African-American,Male,10,F,arrest case no charge,0,0,0,0,9,High,1,1
52,Caucasian,Female,0,M,Battery,0,0,0,0,1,Low,0,0
26,African-American,Male,0,M,Operating W/O Valid License,0,0,0,1,3,Low,0,1
25,African-American,Male,9,F,Driving While License Revoked,0,0,1,0,7,Medium,1,1
51,African-American,Male,1,F,arrest case no charge,0,0,0,0,2,Low,1,1
29,African-American,Female,1,M,Refuse to Supply DNA Sample,0,0,0,0,2,Low,0,0
46,Caucasian,Male,0,F,Stalking (Aggravated),0,0,0,0,1,Low,1,1
28,Caucasian,Male,6,F,Grand Theft in the 3rd Degree,0,0,0,0,4,Low,1,1
57,African-American,Male,0,F,Felony Battery (Dom Strang),0,0,0,0,1,Low,1,1
23,Hispanic,Male,2,F,Sel/Pur/Mfr/Del Control Substa,0,0,0,0,5,Medium,1,1
34,African-American,Male,27,F,Felony Petit Theft,0,0,0,1,9,High,1,1
27,African-American,Male,3,F,arrest case no charge,0,0,0,0,3,Low,1,1
25,African-American,Male,7,M,Viol Injunct Domestic Violence,0,0,1,1,9,High,0,1
31,Caucasian,Male,1,F,Grand Theft in the 3rd Degree,0,0,0,1,7,Medium,1,1
37,African-American,Male,8,F,Burglary Unoccupied Dwelling,0,0,0,0,2,Low,1,1
51,African-American,Male,0,F,Possession of Cocaine,0,0,0,1,2,Low,1,1
28,African-American,Male,8,F,Resist Officer w/Violence,0,1,0,0,6,Medium,1,1
56,Caucasian,Male,4,F,Possession of Cocaine,0,0,0,0,1,Low,1,1
45,African-American,Male,15,F,Att Burgl Unoccupied Dwel,0,0,0,1,9,High,1,1
26,Caucasian,Male,7,F,Burglary Dwelling Occupied,0,0,0,1,6,Medium,1,1
33,Caucasian,Male,7,F,Felony Battery (Dom Strang),0,0,0,1,8,High,1,1
23,Caucasian,Male,0,M,Battery,0,0,3,0,4,Low,0,1
